File,aid,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,3,7,15,16386,16390,16399,16450,16454,16514,16518,16578,16582,16834,16838,17088,17089,17090,17094,17538,17602,17606,17856,17858,17862,18112,18113,18114,18117,18118,18562,18626,18630,18880,18882,18885,18886,19136,19137,19138,19141,19142,19650,19904,19906,19909,19910,20160,20162,20165,20166,32783,32962,33218,33222,33472,33474,33478,33986,34240,34242,34246,34496,34497,34498,34502,35010,35264,35266,35269,35270,35520,35521,35522,35525,35526,36288,36290,36293,36294,36544,36546,36549,36550,36930,36934,36994,36998,37058,37062,37314,37318,37568,37569,37570,37573,37574,38338,38592,38593,38594,38597,38598,38848,38849,38850,38854,39362,39366,39616,39617,39618,39621,39622,39872,39873,39874,39877,39878,40386,40640,40642,40645,40646,40896,40898,40901,40902,43712,43714,43717,44736,44738,44741,44742
SDS_QC_2022187_aid0001,aid0001,2022-07-06 03:50:01+00:00,22670,012,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.0,61.0,,4049.0,88.0,,,5882.0,384.0,,,10643.0,263.0,,,10479.0,,302.0,26.0,,28132.0,,510.0,,507.0,,5.0,512.0,12494.0,152.0,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022189_aid0001,aid0001,2022-07-08 03:50:19+00:00,22701,012,0601,False,,,,,,,,,,,,,241.0,1.0,,,,,,,,,3758.0,116.0,,,3.0,,,,,,3189.0,60179.0,,2858.0,,,129.0,,,,1642.0,4795.0,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022191_aid0001,aid0001,2022-07-10 22:10:48+00:00,22744,010,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,16.0,,15.0,,139.0,3.0,,14053.0,2981.0,182.0,286.0,20761.0,,12399.0,625.0,847.0,3259.0,657.0,102.0,69.0,14147.0,5104.0,441.0,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022193_aid0001,aid0001,2022-07-12 22:11:33+00:00,22776,004,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109.0,,,355.0,,,,20724.0,379.0,,,17809.0,18.0,,,8632.0,,755.0,,,20948.0,,1640.0,,,,,,7.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022197_aid0001,aid0001,2022-07-16 23:49:09+00:00,22839,011,0601,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,608.0,,12877.0,4.0,166.0,,,,,3136.0,44192.0,288.0,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022203_aid0001,aid0001,2022-07-22 17:20:38+00:00,22928,005,0601,True,,,145.0,,,6120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022206_aid0001,aid0001,2022-07-25 16:32:20+00:00,22974,005,0601,True,,,,,,,,,,,,,255.0,,1.0,,346.0,,,,,3.0,135.0,4.0,113.0,,380.0,,5.0,,,,56.0,130.0,1.0,5.0,18887.0,13.0,1784.0,447.0,59.0,,246.0,13.0,6.0,,50386.0,1161.0,2109.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022209_aid0001,aid0001,2022-07-28 15:43:45+00:00,23020,007,0601,True,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,13027.0,16.0,,169.0,,,,,,,60972.0,,2417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022213_aid0001,aid0001,2022-08-01 14:06:02+00:00,23081,008,0601,True,,,,,,,,,,,4902.0,261.0,31415.0,712.0,,,13871.0,120.0,,262.0,,,1491.0,343.0,,,6424.0,,82.0,,11.0,,,365.0,,128.0,,,11860.0,,550.0,,,24.0,,11.0,,3207.0,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDS_QC_2022213_aid0001,aid0001,2022-08-01 17:20:03+00:00,23083,006,0601,True,,,,,,,,,,,35965.0,1831.0,19488.0,535.0,,,2481.0,37.0,,141.0,1.0,,1594.0,62.0,,,2232.0,,34.0,,44.0,,,1147.0,,82.0,,,7934.0,,88.0,3.0,,104.0,,2.0,,3130.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
